caseid_new	weight1	weight2	ppage	ppagecat	ppagect4	ppeduc	ppeducat	ppethm	ppgender	pphhhead	pphouseholdsize	pphouse	ppincimp	hhinc	ppmarit	ppmsacat	ppreg4	ppreg9	pprent	ppt01	ppt1317	ppt18ov	ppt25	ppt612	children_in_hh	ppwork	ppnet	ppq14arace	pphispan	pprace_white	pprace_black	pprace_nativeamerican	pprace_asianindian	pprace_chinese	pprace_filipino	pprace_japanese	pprace_korean	pprace_vietnamese	pprace_otherasian	pprace_hawaiian	pprace_guamanian	pprace_samoan	pprace_otherpacificislander	pprace_someotherrace	papglb_friend	pppartyid3	papevangelical	papreligion	ppppcmdate_yrmo	pppadate_yrmo	pphhcomp11_member2_age	pphhcomp11_member3_age	pphhcomp11_member4_age	pphhcomp11_member5_age	pphhcomp11_member6_age	pphhcomp11_member7_age	pphhcomp11_member8_age	pphhcomp11_member9_age	pphhcomp11_member10_age	pphhcomp11_member11_age	pphhcomp11_member12_age	pphhcomp11_member13_age	pphhcomp11_member14_age	pphhcomp11_member15_age	pphhcomp11_member2_gender	pphhcomp11_member3_gender	pphhcomp11_member4_gender	pphhcomp11_member5_gender	pphhcomp11_member6_gender	pphhcomp11_member7_gender	pphhcomp11_member8_gender	pphhcomp11_member9_gender	pphhcomp11_member10_gender	pphhcomp11_member11_gender	pphhcomp11_member12_gender	pphhcomp11_member13_gender	pphhcomp11_member14_gender	pphhcomp11_member15_gender	pphhcomp11_member2_relationship	pphhcomp11_member3_relationship	pphhcomp11_member4_relationship	pphhcomp11_member5_relationship	pphhcomp11_member6_relationship	pphhcomp11_member7_relationship	pphhcomp11_member8_relationship	pphhcomp11_member9_relationship	pphhcomp11_member10_relationship	pphhcomp11_member11_relationship	pphhcomp11_member12_relationship	pphhcomp11_member13_relationship	pphhcomp11_member14_relationship	pphhcomp11_member15_relationship	irb_consent	weight3	weight4	weight5	weight6	weight7	weight_couples_coresident	HCMST_main_interview_yrmo	duration	qflag	glbstatus	papglb_status	recsource	s1	s1a	s2	q3_codes	q4	q5	q6a	q6b	q7a	q7b	q8a	q8b	q9	q10	q11	q12	q13a	q13b	q14	q15a1_compressed	q16	q17a	q17b	q17c	q17d	gender_attraction	q18a_1	q18a_2	q18a_3	q18a_refused	q18b_codes	q18c_codes	q19	q20	q21a	q21a_refusal	q21b	q21b_refusal	q21c	q21c_refusal	q21d	q21d_refusal	q21e	q21e_refusal	q22	q23	q24_codes	q25	q26	q27	q28	q29	q30	q31_1	q31_2	q31_3	q31_4	q31_5	q31_6	q31_7	q31_8	q31_9	q31_other_text_entered	q32	q33_1	q33_2	q33_3	q33_4	q33_5	q33_6	q33_7	q33_other_text_entered	q34	q35_codes	q35_text_entered	q24_met_online	summary_q24_total	q24_R_cowork	q24_R_friend	q24_R_family	q24_R_sig_other	q24_R_neighbor	q24_P_cowork	q24_P_friend	q24_P_family	q24_P_sig_other	q24_P_neighbor	q24_btwn_I_cowork	q24_btwn_I_friend	q24_btwn_I_family	q24_btwn_I_sig_other	q24_btwn_I_neighbor	q24_school	q24_college	q24_military	q24_church	q24_vol_org	q24_customer	q24_bar_restaurant	q24_internet_dating	q24_internet_social_networking	q24_internet_game	q24_internet_chat	q24_internet_community	q24_internet_other	q24_public	q24_private_party	q24_blind_date	q24_vacation	q24_singles_service_non_internet	q24_business_trip	q24_work_neighbor	q24_fam_sister_active	q24_fam_brother_active	q24_fam_mother_active	q24_fam_father_active	q24_fam_other_active	q24_fam_cousins_active	q24_fam_aunt_niece_active	q24_fam_uncle_nephew_active	q24_fam_grandmother_active	q24_fam_grandfather_active	q24_fam_sister_passive	q24_fam_brother_passive	q24_fam_mother_passive	q24_fam_father_passive	q24_fam_other_passive	q24_fam_cousins_passive	q24_fam_aunt_niece_passive	q24_fam_uncle_nephew_passive	q24_fam_grandmother_passive	q24_fam_grandfather_passive	q24_fam_female	q24_fam_male	distancemoved_10mi	marrynotreally	marrycountry	civilnotreally	partner_deceased	partner_religion_reclassified	partner_religion_child_reclass	own_religion_child_reclass	q32_internet	how_met_online	either_internet	either_internet_adjusted	same_sex_couple	potential_partner_gender_recodes	alt_partner_gender	how_long_ago_first_met	how_long_ago_first_romantic	how_long_ago_first_cohab	how_long_ago_first_met_cat	how_long_relationship	respondent_race	partner_race	age_difference	met_through_friends	met_through_family	met_through_as_neighbors	met_through_as_coworkers	respondent_religion_at_16	respondent_relig_16_cat	partner_religion_at_16	partner_relig_16_cat	married	parental_approval	respondent_yrsed	partner_yrsed	home_country_recode	US_raised	partner_mom_yrsed	respondent_mom_yrsed	relationship_quality	coresident	pp2_afterp1	pp2_pphhhead	pp2_pphhsize	pp2_pphouse	pp2_ppincimp	pp2_ppmarit	pp2_ppmsacat	pp2_ppeduc	pp2_ppeducat	pp2_respondent_yrsed	pp2_ppethm	pp2_ppreg4	pp2_ppreg9	pp2_pprent	pp2_ppt01	pp2_ppt1317	pp2_ppt18ov	pp2_ppt25	pp2_ppt612	pp2_ppwork	pp2_ppnet	pp2_ppcmdate_yrmo	pp_igdr1	pp_ieduc1	pp2_igdr2	pp2_ieduc2	w2_deceased	w2_multiname	w2_panelstat	w2_donotcontact	w2_assigned	w2_f1complete	w2_HCMST_interview_fin_yrmo	w2_duration	w2_xmarry	w2_xss	w2_source	w2_q1	w2_q2	w2_q3	w2_q4	w2_q5	w2_q6	w2_q7	w2_q8	w2_q9	w2_q10	w2_broke_up	w2_days_elapsed	pp3_pphhhead	pp3_pphhsize	pp3_pphouse	pp3_ppincimp	pp3_ppmarit	pp3_ppmsacat	pp3_pprent	pp3_ppreg4	pp3_ppreg9	interstate_mover_pp1_pp2	interstate_mover_pp2_pp3	interstate_mover_pp1_pp3	pp3_ppt01	pp3_ppt1317	pp3_ppt18ov	pp3_ppt25	pp3_ppt612	pp3_ppwork	pp3_ppnet	pp3_ppcmdate_yrmo	pp3_ppeduc	pp3_ppeducat	pp3_respondent_yrsed	pp3_ppethm	pp3_newer	w2w3_combo_breakup	w3_broke_up	w3_xpartnered	w3_xdeceased	w3_multiname	w3_xss	w3_xlast	w3_xyear	w3_xmonth	w3_xqualified	w3_status	w3_complete	w3_source	w3_HCMST_interview_fin_yrmo	w3_days_elapsed	w3_duration	w3_xmarry	w3_xtype	w3_q1	w3_q2	w3_q3	w3_q4	w3_mbtiming_year	w3_mbtiming_month	w3_q5	w3_q6	w3_q7	w3_q8	w3_q9	w3_q10	w3_nonmbtiming_year	w3_nonmbtiming_month
384435	37135	 	43	3	2	12	4	1	1	1	1	1	12	55000	5	1	1	1	1	0	0	1	0	0	0	2	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	3	200806	200806	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	35881	 	 	 	 	200902	1	2	0	2	1	2	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	3	2	 	 	0	 	16	 	 	 	 	 	 	 	1	1	1	1	15	5	1	12	4	16	1	1	1	1	0	0	1	0	0	2	1	200905	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
385491	2781	2781	49	4	3	12	4	1	1	1	4	1	15	92250	1	1	1	2	1	0	2	2	0	0	2	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	5	200710	200709	48	15	12	 	 	 	 	 	 	 	 	 	 	 	3	2	2	 	 	 	 	 	 	 	 	 	 	 	2	3	3	 	 	 	 	 	 	 	 	 	 	 	1	2781	2417	3229	2280	2280	1455.125122	200902	7	1	1	1	2	1	 	 	 	2	2	1	1	2	5	1	 	50	13	12	2	1	 	13	1	0	1	 	 	2	2	 	 	 	 	 	 	1	 	20	 	26	 	27	 	30	 	 	 	 	1	 	2	1	2	2	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	 	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	 		 	0	 	 	 	0	 	0	0	0	 	2	29	23	22	6	23	1	1	1	0	0	0	0	5	3	5	3	1	1	16	17	 	1	16	17	4	1	1	1	4	1	16	1	1	12	4	16	1	1	2	1	0	2	2	0	0	1	1	200904	0	0	0	0	0	 	1	2	1	1	201003	0	1	2	1	1	1	 	 	 	 	 	 	 	 	0	389	1	4	1	16	1	1	1	1	2	0	0	0	0	2	2	0	0	1	1	201107	12	4	16	1	1	0	0	1	0	 	2	1	2010	3	1	1	1	1	201104	774	0	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 
386546	95535	95535	54	4	3	8	1	2	2	0	4	1	14	80000	6	1	2	3	1	0	2	2	0	1	3	1	1	-2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	1	200710	200710	52	9	14	 	 	 	 	 	 	 	 	 	 	 	2	2	3	 	 	 	 	 	 	 	 	 	 	 	2	3	3	 	 	 	 	 	 	 	 	 	 	 	1	95535	98461	131319	 	 	69312.85156	200902	17	1	0	2	1	2	 	1	 	1	 	-1	2	2	1	1	 	54	8	-1	2	1	 	8	1	15	 	1	1	 	1	0	0	1	0	 	 	1	 	43	 	43	 	45	 	 	 	 	 	 	3	 	2	 	1	2	4	 	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	1	 	1	0	3	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	 		 	0	 	 	 	0	 	0	0	0	 	1	11	11	9	4	11	2	2	0	1	1	0	0	1	1	1	1	0	 	12	12	 	1	 	12	5	1	1	0	5	1	14	6	1	8	1	12	2	2	3	1	0	3	2	0	0	1	1	200904	0	0	0	0	0	 	1	2	1	1	201005	1	2	2	2	 	 	 	 	1	1	2	 	 	 	0	463	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	1	0	 	2	1	2010	5	1	2	1	2	201106	852	1	2	2	 	 	 	 	 	 	1	1	2	 	 	 	 	 
386583	32971	 	58	5	3	5	1	1	1	1	1	1	7	22250	3	1	3	5	2	0	0	1	0	0	0	6	0	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	200711	200709	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	42417	 	 	 	 	200904	4	2	1	3	4	2	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	1	1	 	 	0	 	9	 	 	 	 	 	 	 	1	1	3	2	10	3	1	6	1	10	1	3	5	2	1	0	2	0	0	6	0	200904	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
387205	69491	 	20	1	1	10	3	1	2	0	3	1	14	80000	5	1	3	5	1	0	0	3	0	0	0	7	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	3	200710	200710	51	56	 	 	 	 	 	 	 	 	 	 	 	 	3	2	 	 	 	 	 	 	 	 	 	 	 	 	5	5	 	 	 	 	 	 	 	 	 	 	 	 	1	 	69333	 	 	 	 	200902	0	2	0	2	1	2	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	3	2	 	 	0	 	13	 	 	 	 	 	 	 	1	0	3	1	16	5	1	10	3	13	1	3	5	1	0	0	3	0	0	1	1	200904	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	1	16	6	1	1	3	5	0	0	0	0	0	2	0	0	1	1	201107	12	4	16	1	1	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
388731	56694	56694	73	6	4	9	2	1	1	1	2	1	11	45000	1	0	3	5	1	0	0	2	0	0	0	5	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	2	1	200711	200712	71	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	56694	53110	70833	 	 	29653.79688	200902	24	1	0	2	1	1	 	 	 	2	 	1	1	1	3	1	 	72	9	10	3	1	 	9	1	0	1	 	 	1	1	 	 	 	 	 	 	1	 	16	 	19	 	21	 	21	 	 	 	 	1	 	1	 	2	2	4	 	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	 		 	0	 	 	 	0	 	0	0	0	 	2	57	54	52	7	54	1	1	1	0	0	0	0	1	1	3	2	1	 	12	12	 	1	13	12	5	1	1	1	2	1	12	1	0	9	2	12	1	3	5	1	0	0	2	0	0	5	1	200904	0	0	0	0	0	 	1	2	1	1	201003	1	1	2	1	1	1	 	 	 	 	 	 	 	 	0	389	1	2	1	11	1	0	1	3	5	0	0	0	0	0	2	0	0	5	1	201107	9	2	12	1	1	0	0	1	0	 	2	1	2010	3	1	1	1	1	201104	774	0	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 
389541	40560	40560	54	4	3	9	2	1	1	1	2	4	6	17250	1	0	3	5	1	0	0	3	0	0	0	6	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	9	200710	200709	56	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	40560	39447	52611	 	 	21214.9082	200902	10	1	0	2	1	1	 	 	 	2	 	1	1	1	9	2	3	58	9	9	1	2	13	9	1	0	1	 	 	1	1	 	 	 	 	 	 	1	 	26	 	26	 	26	 	26	 	 	 	 	1	 	2	 	2	2	4	 	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	2	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140	 		 	0	 	 	 	0	 	0	0	0	 	2	28	28	28	6	28	1	1	4	0	0	0	0	13	5	3	2	1	 	12	12	 	1	12	12	4	1	1	1	2	4	4	1	0	9	2	12	1	3	5	1	0	0	2	0	0	6	1	200905	0	0	0	0	0	 	1	2	1	1	201003	0	1	2	1	1	1	 	 	 	 	 	 	 	 	0	393	1	2	4	4	1	0	1	3	5	0	0	0	0	0	2	0	0	6	1	201106	9	2	12	1	1	0	0	1	0	 	2	1	2010	3	1	1	1	1	201104	775	0	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 
390431	63239	63239	43	3	2	13	4	4	2	1	5	1	17	137250	1	1	4	9	1	0	0	2	3	0	3	2	1	-2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	3	200711	200709	45	3	2	2	 	 	 	 	 	 	 	 	 	 	2	2	2	2	 	 	 	 	 	 	 	 	 	 	2	3	3	3	 	 	 	 	 	 	 	 	 	 	1	63239	61927	82593	 	 	17624.98828	200902	9	1	0	2	1	1	 	 	 	1	 	1	1	2	2	1	 	47	13	10	2	1	 	3	1	5	2	 	1	 	1	 	 	 	 	 	 	1	 	35	 	35	 	36	 	37	 	 	 	 	3	 	2	2	2	2	1	1	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	1	 	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	 		 	0	 	 	 	0	 	0	0	0	 	1	8	8	7	3	8	6	1	4	0	0	0	0	3	2	2	1	1	1	17	17	 	1	13	5.5	5	1	1	1	5	1	16	1	1	13	4	17	4	4	9	1	0	0	2	3	0	2	1	200905	0	0	0	0	0	 	1	2	1	1	201003	0	1	2	1	1	1	 	 	 	 	 	 	 	 	0	399	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	 	1	0	 	2	1	2010	3	1	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
392315	17844	17844	31	2	2	10	3	4	2	0	5	1	6	17250	5	1	3	7	2	0	0	1	0	0	0	1	1	-2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	3	200712	200711	14	11	12	10	 	 	 	 	 	 	 	 	 	 	3	2	3	2	 	 	 	 	 	 	 	 	 	 	3	3	3	3	 	 	 	 	 	 	 	 	 	 	1	17844	48955	65391	 	 	 	200904	9	1	1	3	4	1	1	 	 	1	 	2	1	2	11	2	3	25	3	2	3	1	 	3	1	5	2	 	2	 	2	 	 	 	 	 	 	2	1	31	 	31	 	31	 	31	 	 	 	3	1	 	2	 	2	1	3	2	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	3	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100	 		 	0	 	 	 	0	 	0	0	0	 	1	0	0	0	1	0.449999988	6	6	6	0	0	0	0	3	2	3	2	1	0	13	5.5	 	1	2.5	5.5	3	0	1	1	1	1	4	4	1	10	3	13	4	3	7	2	0	0	1	0	0	2	1	200904	0	0	0	0	0	 	1	2	1	1	201003	1	1	2	1	2	 	1	1	 	 	 	 	 	 	1	353	1	1	1	9	5	1	2	3	7	0	0	0	0	0	1	0	0	2	1	201106	10	3	13	4	1	1	 	2	0	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
392341	45927	45927	34	2	2	12	4	1	2	1	4	1	16	112250	1	1	4	9	1	0	0	2	0	1	1	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	200710	200709	38	4	0	 	 	 	 	 	 	 	 	 	 	 	2	3	3	 	 	 	 	 	 	 	 	 	 	 	2	3	3	 	 	 	 	 	 	 	 	 	 	 	1	45927	45005	60024	 	 	24022.64063	200902	18	1	0	2	1	1	 	 	 	1	 	1	1	1	2	1	 	39	12	10	1	2	13	11	1	11	1	 	1	 	1	 	 	 	 	 	 	1	 	22	 	22	 	23	 	23	 	 	 	 	3	 	2	1	2	1	1	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	 	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	10	 		 	0	 	 	 	0	 	0	0	0	 	1	12	12	11	4	12	1	1	5	0	1	0	0	13	5	2	1	1	1	16	16	 	1	13	14	5	1	1	1	4	1	16	1	1	12	4	16	1	4	9	1	0	0	2	2	0	1	1	200905	0	0	0	0	0	 	1	2	1	1	201003	0	1	2	1	1	1	 	 	 	 	 	 	 	 	0	391	1	4	1	16	1	1	1	4	9	0	0	0	0	0	2	1	1	7	1	201107	12	4	16	1	1	0	0	1	0	 	2	1	2010	3	1	1	1	1	201104	774	0	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 
393591	135153	135153	59	5	3	9	2	4	1	1	2	1	13	67250	1	1	4	9	1	0	0	2	0	0	0	2	1	-2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	13	200711	200709	59	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	135153	135003	180054	 	 	18712.07227	200902	12	1	0	2	1	1	 	 	 	2	 	1	1	2	13	2	2	61	9	9	2	1	 	9	1	1	1	 	 	1	1	 	 	 	 	 	 	1	 	16	 	16	 	18	 	18	 	 	 	 	3	 	2	 	2	2	3	1	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	1	 	1	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		 	0	 	 	 	0	 	0	0	0	 	2	43	43	41	7	43	6	1	2	1	0	0	0	13	5	2	1	1	1	12	12	 	1	12	12	5	1	1	1	2	1	17	1	1	9	2	12	4	4	9	1	0	0	2	0	0	2	1	200904	0	0	0	0	0	 	1	2	1	1	201003	0	1	2	1	1	1	 	 	 	 	 	 	 	 	0	389	1	2	1	12	1	1	1	4	9	0	0	0	0	0	2	0	0	5	1	201106	8	1	12	4	1	0	0	1	0	 	2	1	2010	3	1	1	1	1	201103	760	1	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 
394765	11400	 	76	7	4	11	3	5	2	1	1	1	3	8750	5	1	1	1	1	0	0	1	0	0	0	5	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	200711	200709	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	11960	 	 	 	 	200902	1	2	0	2	1	2	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	3	2	 	 	0	 	14	 	 	 	 	 	 	 	1	1	1	1	2	5	1	11	3	14	1	1	1	1	0	0	1	0	0	5	0	200904	0	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
396291	74014	74014	29	2	1	12	4	1	1	1	3	3	7	22250	1	1	3	7	2	0	0	2	0	1	1	1	1	-2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	200803	200712	29	8	 	 	 	 	 	 	 	 	 	 	 	 	3	2	 	 	 	 	 	 	 	 	 	 	 	 	2	3	 	 	 	 	 	 	 	 	 	 	 	 	1	74014	74173	98925	 	 	38713.02344	200902	6	1	0	2	1	1	 	 	 	2	 	1	1	1	1	2	13	30	12	9	3	2	13	9	1	0	1	 	 	1	1	 	 	 	 	 	 	1	 	18	 	18	 	18	 	18	 	 	 	 	3	 	1	1	1	2	3	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	 	1	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	 		 	0	 	 	 	0	 	0	0	0	 	2	11	11	11	4	11	1	1	1	1	0	0	0	13	5	13	5	1	1	16	16	 	1	12	12	5	1	1	1	3	3	7	1	1	13	4	17	1	3	7	2	0	0	2	0	1	7	1	200904	0	0	0	0	0	 	1	2	1	1	201003	0	1	2	1	1	1	 	 	 	 	 	 	 	 	0	389	1	3	3	4	1	1	2	3	7	0	0	0	0	0	2	0	1	1	1	201107	13	4	17	1	1	0	0	1	0	 	2	1	2010	3	1	1	1	1	201104	775	0	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 
